prediction_time,predicted_load
1/1/2024 0:00,32.7098617554
1/1/2024 1:00,32.7122879028
1/1/2024 2:00,32.7357597351
1/1/2024 3:00,32.7785758972
1/1/2024 4:00,32.8391838074
1/1/2024 5:00,32.9138183594
1/1/2024 6:00,32.9981117249
1/1/2024 7:00,33.0859870911
1/1/2024 8:00,33.1701812744
1/1/2024 9:00,33.2437705994
1/1/2024 10:00,33.2987709045
1/1/2024 11:00,33.3305320740
1/1/2024 12:00,33.3353767395
1/1/2024 13:00,33.3119277954
1/1/2024 14:00,33.2614631653
1/1/2024 15:00,33.1877479553
1/1/2024 16:00,33.0966110229
1/1/2024 17:00,32.9953308105
1/1/2024 18:00,32.8910369873
1/1/2024 19:00,32.7911224365
1/1/2024 20:00,32.7014617920
1/1/2024 21:00,32.6263809204
1/1/2024 22:00,32.5688133240
1/1/2024 23:00,32.5305824280
2/1/2024 0:00,32.6514892578
2/1/2024 1:00,32.6530761719
2/1/2024 2:00,32.6733741760
2/1/2024 3:00,32.7114448547
2/1/2024 4:00,32.7649345398
2/1/2024 5:00,32.8313140869
2/1/2024 6:00,32.9060058594
2/1/2024 7:00,32.9837112427
2/1/2024 8:00,33.0578918457
2/1/2024 9:00,33.1225662231
2/1/2024 10:00,33.1710433960
2/1/2024 11:00,33.1983032227
2/1/2024 12:00,33.2014083862
2/1/2024 13:00,33.1796073914
2/1/2024 14:00,33.1338195801
2/1/2024 15:00,33.0674552917
2/1/2024 16:00,32.9851341248
2/1/2024 17:00,32.8940238953
2/1/2024 18:00,32.8000411987
2/1/2024 19:00,32.7096290588
2/1/2024 20:00,32.6284141541
2/1/2024 21:00,32.5600128174
2/1/2024 22:00,32.5075302124
2/1/2024 23:00,32.4720916748
3/1/2024 0:00,32.6717300415
3/1/2024 1:00,32.6735076904
3/1/2024 2:00,32.6946792603
3/1/2024 3:00,32.7338447571
3/1/2024 4:00,32.7897186279
3/1/2024 5:00,32.8588371277
3/1/2024 6:00,32.9362831116
3/1/2024 7:00,33.0169181824
3/1/2024 8:00,33.0940933228
3/1/2024 9:00,33.1611289978
3/1/2024 10:00,33.2114791870
3/1/2024 11:00,33.2401084900
3/1/2024 12:00,33.2438468933
3/1/2024 13:00,33.2214317322
3/1/2024 14:00,33.1740150452
3/1/2024 15:00,33.1057434082
3/1/2024 16:00,33.0210227966
3/1/2024 17:00,32.9270401001
3/1/2024 18:00,32.8299751282
3/1/2024 19:00,32.7369194031
3/1/2024 20:00,32.6530303955
3/1/2024 21:00,32.5828628540
3/1/2024 22:00,32.5287704468
3/1/2024 23:00,32.4924507141
4/1/2024 0:00,32.5874824524
4/1/2024 1:00,32.5879898071
4/1/2024 2:00,32.6050262451
4/1/2024 3:00,32.6374168396
4/1/2024 4:00,32.6836967468
4/1/2024 5:00,32.7409934998
4/1/2024 6:00,32.8050346375
4/1/2024 7:00,32.8718338013
4/1/2024 8:00,32.9353141785
4/1/2024 9:00,32.9899787903
4/1/2024 10:00,33.0310668945
4/1/2024 11:00,33.0536041260
4/1/2024 12:00,33.0553703308
4/1/2024 13:00,33.0352668762
4/1/2024 14:00,32.9945716858
4/1/2024 15:00,32.9358787537
4/1/2024 16:00,32.8635597229
4/1/2024 17:00,32.7832489014
4/1/2024 18:00,32.7003593445
4/1/2024 19:00,32.6206970215
4/1/2024 20:00,32.5485343933
4/1/2024 21:00,32.4875335693
4/1/2024 22:00,32.4404449463
4/1/2024 23:00,32.4082794189
5/1/2024 0:00,32.7085494995
5/1/2024 1:00,32.7106971741
5/1/2024 2:00,32.7337036133
5/1/2024 3:00,32.7759017944
5/1/2024 4:00,32.8351783752
5/1/2024 5:00,32.9085197449
5/1/2024 6:00,32.9912414551
5/1/2024 7:00,33.0771598816
5/1/2024 8:00,33.1593208313
5/1/2024 9:00,33.2309608459
5/1/2024 10:00,33.2848358154
5/1/2024 11:00,33.3159484863
5/1/2024 12:00,33.3204231262
5/1/2024 13:00,33.2969131470
5/1/2024 14:00,33.2474250793
5/1/2024 15:00,33.1753349304
5/1/2024 16:00,33.0859375000
5/1/2024 17:00,32.9866638184
5/1/2024 18:00,32.8842468262
5/1/2024 19:00,32.7863121033
5/1/2024 20:00,32.6983795166
5/1/2024 21:00,32.6242446899
5/1/2024 22:00,32.5677566528
5/1/2024 23:00,32.5297813416
6/1/2024 0:00,32.7866973877
6/1/2024 1:00,32.7903556824
6/1/2024 2:00,32.8173751831
6/1/2024 3:00,32.8659324646
6/1/2024 4:00,32.9342803955
6/1/2024 5:00,33.0188713074
6/1/2024 6:00,33.1142539978
6/1/2024 7:00,33.2133522034
6/1/2024 8:00,33.3087806702
6/1/2024 9:00,33.3919181824
6/1/2024 10:00,33.4550361633
6/1/2024 11:00,33.4916343689
6/1/2024 12:00,33.4981765747
6/1/2024 13:00,33.4727554321
6/1/2024 14:00,33.4170188904
6/1/2024 15:00,33.3354988098
6/1/2024 16:00,33.2345314026
6/1/2024 17:00,33.1219558716
6/1/2024 18:00,33.0063285828
6/1/2024 19:00,32.8958168030
6/1/2024 20:00,32.7966041565
6/1/2024 21:00,32.7138671875
6/1/2024 22:00,32.6506576538
6/1/2024 23:00,32.6089630127
7/1/2024 0:00,32.7045783997
7/1/2024 1:00,32.7067070007
7/1/2024 2:00,32.7293052673
7/1/2024 3:00,32.7704887390
7/1/2024 4:00,32.8287734985
7/1/2024 5:00,32.9006729126
7/1/2024 6:00,32.9814949036
7/1/2024 7:00,33.0656814575
7/1/2024 8:00,33.1459503174
7/1/2024 9:00,33.2160377502
7/1/2024 10:00,33.2686576843
7/1/2024 11:00,33.2986946106
7/1/2024 12:00,33.3028831482
7/1/2024 13:00,33.2800254822
7/1/2024 14:00,33.2313575745
7/1/2024 15:00,33.1606445312
7/1/2024 16:00,33.0730667114
7/1/2024 17:00,32.9757080078
7/1/2024 18:00,32.8753623962
7/1/2024 19:00,32.7788658142
7/1/2024 20:00,32.6923637390
7/1/2024 21:00,32.6194686890
7/1/2024 22:00,32.5636367798
7/1/2024 23:00,32.5262908936
8/1/2024 0:00,32.7529106140
8/1/2024 1:00,32.7545890808
8/1/2024 2:00,32.7758102417
8/1/2024 3:00,32.8150634766
8/1/2024 4:00,32.8703804016
8/1/2024 5:00,32.9385986328
8/1/2024 6:00,33.0154113770
8/1/2024 7:00,33.0950889587
8/1/2024 8:00,33.1709899902
8/1/2024 9:00,33.2369918823
8/1/2024 10:00,33.2864685059
8/1/2024 11:00,33.3144569397
8/1/2024 12:00,33.3176612854
8/1/2024 13:00,33.2954216003
8/1/2024 14:00,33.2487564087
8/1/2024 15:00,33.1812210083
8/1/2024 16:00,33.0972938538
8/1/2024 17:00,33.0040397644
8/1/2024 18:00,32.9078178406
8/1/2024 19:00,32.8151245117
8/1/2024 20:00,32.7315254211
8/1/2024 21:00,32.6609878540
8/1/2024 22:00,32.6068115234
8/1/2024 23:00,32.5702819824
9/1/2024 0:00,32.8677101135
9/1/2024 1:00,32.8715362549
9/1/2024 2:00,32.8986701965
9/1/2024 3:00,32.9477272034
9/1/2024 4:00,33.0165367126
9/1/2024 5:00,33.1014709473
9/1/2024 6:00,33.1969032288
9/1/2024 7:00,33.2964439392
9/1/2024 8:00,33.3916397095
9/1/2024 9:00,33.4744911194
9/1/2024 10:00,33.5374717712
9/1/2024 11:00,33.5737228394
9/1/2024 12:00,33.5799255371
9/1/2024 13:00,33.5545349121
9/1/2024 14:00,33.4989776611
9/1/2024 15:00,33.4172439575
9/1/2024 16:00,33.3163757324
9/1/2024 17:00,33.2038955688
9/1/2024 18:00,33.0875282288
9/1/2024 19:00,32.9763031006
9/1/2024 20:00,32.8762512207
9/1/2024 21:00,32.7926597595
9/1/2024 22:00,32.7288169861
9/1/2024 23:00,32.6864089966
10/1/2024 0:00,32.8057479858
10/1/2024 1:00,32.8084831238
10/1/2024 2:00,32.8322067261
10/1/2024 3:00,32.8754920959
10/1/2024 4:00,32.9365882874
10/1/2024 5:00,33.0119476318
10/1/2024 6:00,33.0965919495
10/1/2024 7:00,33.1842079163
10/1/2024 8:00,33.2682456970
10/1/2024 9:00,33.3410530090
10/1/2024 10:00,33.3961944580
10/1/2024 11:00,33.4277534485
10/1/2024 12:00,33.4323387146
10/1/2024 13:00,33.4086494446
10/1/2024 14:00,33.3581504822
10/1/2024 15:00,33.2848587036
10/1/2024 16:00,33.1939544678
10/1/2024 17:00,33.0925331116
10/1/2024 18:00,32.9881935120
10/1/2024 19:00,32.8878059387
10/1/2024 20:00,32.7972602844
10/1/2024 21:00,32.7215538025
10/1/2024 22:00,32.6630325317
10/1/2024 23:00,32.6239547729
11/1/2024 0:00,32.7640113831
11/1/2024 1:00,32.7658233643
11/1/2024 2:00,32.7870826721
11/1/2024 3:00,32.8267860413
11/1/2024 4:00,32.8826675415
11/1/2024 5:00,32.9514694214
11/1/2024 6:00,33.0288810730
11/1/2024 7:00,33.1090698242
11/1/2024 8:00,33.1854629517
11/1/2024 9:00,33.2515830994
11/1/2024 10:00,33.3014030457
11/1/2024 11:00,33.3295135498
11/1/2024 12:00,33.3330421448
11/1/2024 13:00,33.3107719421
11/1/2024 14:00,33.2639389038
11/1/2024 15:00,33.1957283020
11/1/2024 16:00,33.1117057800
11/1/2024 17:00,33.0178527832
11/1/2024 18:00,32.9212837219
11/1/2024 19:00,32.8282165527
11/1/2024 20:00,32.7443008423
11/1/2024 21:00,32.6733016968
11/1/2024 22:00,32.6187858582
11/1/2024 23:00,32.5821189880
12/1/2024 0:00,32.7973213196
12/1/2024 1:00,32.7997207642
12/1/2024 2:00,32.8227424622
12/1/2024 3:00,32.8648414612
12/1/2024 4:00,32.9241828918
12/1/2024 5:00,32.9975738525
12/1/2024 6:00,33.0795402527
12/1/2024 7:00,33.1650123596
12/1/2024 8:00,33.2465858459
12/1/2024 9:00,33.3171882629
12/1/2024 10:00,33.3701858521
12/1/2024 11:00,33.4008407593
12/1/2024 12:00,33.4049377441
12/1/2024 13:00,33.3816490173
12/1/2024 14:00,33.3327140808
12/1/2024 15:00,33.2611160278
12/1/2024 16:00,33.1722946167
12/1/2024 17:00,33.0738410950
12/1/2024 18:00,32.9719467163
12/1/2024 19:00,32.8740196228
12/1/2024 20:00,32.7856597900
12/1/2024 21:00,32.7114448547
12/1/2024 22:00,32.6541862488
12/1/2024 23:00,32.6160087585
13/1/2024 0:00,32.7214584351
13/1/2024 1:00,32.7228851318
13/1/2024 2:00,32.7415199280
13/1/2024 3:00,32.7771339417
13/1/2024 4:00,32.8274612427
13/1/2024 5:00,32.8895874023
13/1/2024 6:00,32.9589195251
13/1/2024 7:00,33.0309638977
13/1/2024 8:00,33.0993766785
13/1/2024 9:00,33.1586914062
13/1/2024 10:00,33.2025642395
13/1/2024 11:00,33.2274055481
13/1/2024 12:00,33.2300109863
13/1/2024 13:00,33.2089500427
13/1/2024 14:00,33.1657485962
13/1/2024 15:00,33.1031913757
13/1/2024 16:00,33.0266685486
13/1/2024 17:00,32.9410247803
13/1/2024 18:00,32.8525123596
13/1/2024 19:00,32.7671661377
13/1/2024 20:00,32.6900520325
13/1/2024 21:00,32.6249427795
13/1/2024 22:00,32.5741043091
13/1/2024 23:00,32.5398139954
14/1/2024 0:00,32.7599411011
14/1/2024 1:00,32.7615737915
