prediction_time,predicted_load
1/1/2024 0:00,32.7098617554
1/1/2024 1:00,32.7042465210
1/1/2024 2:00,32.7193336487
1/1/2024 3:00,32.7536888123
1/1/2024 4:00,32.8050613403
1/1/2024 5:00,32.8705482483
1/1/2024 6:00,32.9451751709
1/1/2024 7:00,33.0228309631
1/1/2024 8:00,33.0966110229
1/1/2024 9:00,33.1591567993
1/1/2024 10:00,33.2036476135
1/1/2024 11:00,33.2247276306
1/1/2024 12:00,33.2188377380
1/1/2024 13:00,33.1852531433
1/1/2024 14:00,33.1250076294
1/1/2024 15:00,33.0424079895
1/1/2024 16:00,32.9433708191
1/1/2024 17:00,32.8350486755
1/1/2024 18:00,32.7249298096
1/1/2024 19:00,32.6198539734
1/1/2024 20:00,32.5255966187
1/1/2024 21:00,32.4459762573
1/1/2024 22:00,32.3831710815
1/1/2024 23:00,32.3390693665
2/1/2024 0:00,32.6461410522
2/1/2024 1:00,32.6394309998
2/1/2024 2:00,32.6514968872
2/1/2024 3:00,32.6809463501
2/1/2024 4:00,32.7256278992
2/1/2024 5:00,32.7823905945
2/1/2024 6:00,32.8475265503
2/1/2024 7:00,32.9149971008
2/1/2024 8:00,32.9789352417
2/1/2024 9:00,33.0327415466
2/1/2024 10:00,33.0706443787
2/1/2024 11:00,33.0873641968
2/1/2024 12:00,33.0804595947
2/1/2024 13:00,33.0487556458
2/1/2024 14:00,32.9933662415
2/1/2024 15:00,32.9181518555
2/1/2024 16:00,32.8285484314
2/1/2024 17:00,32.7305755615
2/1/2024 18:00,32.6308135986
2/1/2024 19:00,32.5354118347
2/1/2024 20:00,32.4493942261
2/1/2024 21:00,32.3764381409
2/1/2024 22:00,32.3187904358
2/1/2024 23:00,32.2776756287
3/1/2024 0:00,32.6609153748
3/1/2024 1:00,32.6546401978
3/1/2024 2:00,32.6675415039
3/1/2024 3:00,32.6982498169
3/1/2024 4:00,32.7448272705
3/1/2024 5:00,32.8040046692
3/1/2024 6:00,32.8715400696
3/1/2024 7:00,32.9418640137
3/1/2024 8:00,33.0082855225
3/1/2024 9:00,33.0645980835
3/1/2024 10:00,33.1041526794
3/1/2024 11:00,33.1221656799
3/1/2024 12:00,33.1153984070
3/1/2024 13:00,33.0830192566
3/1/2024 14:00,33.0266990662
3/1/2024 15:00,32.9493446350
3/1/2024 16:00,32.8573722839
3/1/2024 17:00,32.7565193176
3/1/2024 18:00,32.6541824341
3/1/2024 19:00,32.5563240051
3/1/2024 20:00,32.4681091309
3/1/2024 21:00,32.3933563232
3/1/2024 22:00,32.3343162537
3/1/2024 23:00,32.2922134399
4/1/2024 0:00,32.5715599060
4/1/2024 1:00,32.5638580322
4/1/2024 2:00,32.5726013184
4/1/2024 3:00,32.5963859558
4/1/2024 4:00,32.6333808899
4/1/2024 5:00,32.6810798645
4/1/2024 6:00,32.7355995178
4/1/2024 7:00,32.7918395996
4/1/2024 8:00,32.8450279236
4/1/2024 9:00,32.8893623352
4/1/2024 10:00,32.9196090698
4/1/2024 11:00,32.9319572449
4/1/2024 12:00,32.9238243103
4/1/2024 13:00,32.8940963745
4/1/2024 14:00,32.8443832397
4/1/2024 15:00,32.7775154114
4/1/2024 16:00,32.6980438232
4/1/2024 17:00,32.6114273071
4/1/2024 18:00,32.5232162476
4/1/2024 19:00,32.4385871887
4/1/2024 20:00,32.3620223999
4/1/2024 21:00,32.2963180542
4/1/2024 22:00,32.2439918518
4/1/2024 23:00,32.2063255310
5/1/2024 0:00,32.6868133545
5/1/2024 1:00,32.6809806824
5/1/2024 2:00,32.6956405640
5/1/2024 3:00,32.7288856506
5/1/2024 4:00,32.7787208557
5/1/2024 5:00,32.8420372009
5/1/2024 6:00,32.9142150879
5/1/2024 7:00,32.9894142151
5/1/2024 8:00,33.0603561401
5/1/2024 9:00,33.1209831238
5/1/2024 10:00,33.1637344360
5/1/2024 11:00,33.1835479736
5/1/2024 12:00,33.1776504517
5/1/2024 13:00,33.1443710327
5/1/2024 14:00,33.0853500366
5/1/2024 15:00,33.0049438477
5/1/2024 16:00,32.9084129333
5/1/2024 17:00,32.8030128479
5/1/2024 18:00,32.6956253052
5/1/2024 19:00,32.5931930542
5/1/2024 20:00,32.5012092590
5/1/2024 21:00,32.4232025146
5/1/2024 22:00,32.3620262146
5/1/2024 23:00,32.3186378479
6/1/2024 0:00,32.7595062256
6/1/2024 1:00,32.7553596497
6/1/2024 2:00,32.7734680176
6/1/2024 3:00,32.8132438660
6/1/2024 4:00,32.8718414307
6/1/2024 5:00,32.9458465576
6/1/2024 6:00,33.0302886963
6/1/2024 7:00,33.1181945801
6/1/2024 8:00,33.2021331787
6/1/2024 9:00,33.2734603882
6/1/2024 10:00,33.3248481750
6/1/2024 11:00,33.3502159119
6/1/2024 12:00,33.3456344604
6/1/2024 13:00,33.3100204468
6/1/2024 14:00,33.2450065613
6/1/2024 15:00,33.1549491882
6/1/2024 16:00,33.0468330383
6/1/2024 17:00,32.9282989502
6/1/2024 18:00,32.8081245422
6/1/2024 19:00,32.6935195923
6/1/2024 20:00,32.5908203125
6/1/2024 21:00,32.5044631958
6/1/2024 22:00,32.4372749329
6/1/2024 23:00,32.3898849487
7/1/2024 0:00,32.6721649170
7/1/2024 1:00,32.6664772034
7/1/2024 2:00,32.6802444458
7/1/2024 3:00,32.7125549316
7/1/2024 4:00,32.7609710693
7/1/2024 5:00,32.8225021362
7/1/2024 6:00,32.8925933838
7/1/2024 7:00,32.9656562805
7/1/2024 8:00,33.0350036621
7/1/2024 9:00,33.0932655334
7/1/2024 10:00,33.1346321106
7/1/2024 11:00,33.1536483765
7/1/2024 12:00,33.1473884583
7/1/2024 13:00,33.1146774292
7/1/2024 14:00,33.0568733215
7/1/2024 15:00,32.9779472351
7/1/2024 16:00,32.8836517334
7/1/2024 17:00,32.7805480957
7/1/2024 18:00,32.6755905151
7/1/2024 19:00,32.5751304626
7/1/2024 20:00,32.4849662781
