prediction_time,predicted_load
1/1/2024 0:00,17.185344696044922
1/1/2024 1:00,17.217039108276367
1/1/2024 2:00,17.24875831604004
1/1/2024 3:00,17.281553268432617
1/1/2024 4:00,17.31438636779785
1/1/2024 5:00,17.347463607788086
1/1/2024 6:00,17.381092071533203
1/1/2024 7:00,17.41638946533203
1/1/2024 8:00,17.450233459472656
1/1/2024 9:00,17.485986709594727
1/1/2024 10:00,17.521013259887695
1/1/2024 11:00,17.557268142700195
1/1/2024 12:00,17.593955993652344
1/1/2024 13:00,17.63091278076172
1/1/2024 14:00,17.66855812072754
1/1/2024 15:00,17.706342697143555
1/1/2024 16:00,17.74561309814453
1/1/2024 17:00,17.784391403198242
1/1/2024 18:00,17.82407569885254
1/1/2024 19:00,17.864032745361328
1/1/2024 20:00,17.903949737548828
1/1/2024 21:00,17.94573211669922
1/1/2024 22:00,17.98675537109375
1/1/2024 23:00,18.02809715270996
2/1/2024 0:00,16.975261688232422
2/1/2024 1:00,17.007896423339844
2/1/2024 2:00,17.041358947753906
2/1/2024 3:00,17.0758056640625
2/1/2024 4:00,17.109724044799805
2/1/2024 5:00,17.144468307495117
2/1/2024 6:00,17.17945671081543
2/1/2024 7:00,17.215368270874023
2/1/2024 8:00,17.25153350830078
2/1/2024 9:00,17.28850555419922
2/1/2024 10:00,17.3253231048584
2/1/2024 11:00,17.363033294677734
2/1/2024 12:00,17.402137756347656
2/1/2024 13:00,17.441020965576172
2/1/2024 14:00,17.479780197143555
2/1/2024 15:00,17.519620895385742
2/1/2024 16:00,17.56032943725586
2/1/2024 17:00,17.600616455078125
2/1/2024 18:00,17.6422176361084
2/1/2024 19:00,17.68425750732422
2/1/2024 20:00,17.726268768310547
2/1/2024 21:00,17.769142150878906
2/1/2024 22:00,17.812667846679688
2/1/2024 23:00,17.856279373168945
3/1/2024 0:00,17.038490295410156
3/1/2024 1:00,17.071428298950195
3/1/2024 2:00,17.10478401184082
3/1/2024 3:00,17.13831901550293
3/1/2024 4:00,17.172266006469727
3/1/2024 5:00,17.206539154052734
3/1/2024 6:00,17.242319107055664
3/1/2024 7:00,17.27773094177246
3/1/2024 8:00,17.313941955566406
3/1/2024 9:00,17.350343704223633
3/1/2024 10:00,17.387638092041016
3/1/2024 11:00,17.425264358520508
3/1/2024 12:00,17.463247299194336
3/1/2024 13:00,17.501680374145508
3/1/2024 14:00,17.541160583496094
3/1/2024 15:00,17.58077621459961
3/1/2024 16:00,17.620685577392578
3/1/2024 17:00,17.661357879638672
3/1/2024 18:00,17.702709197998047
3/1/2024 19:00,17.744306564331055
3/1/2024 20:00,17.786035537719727
3/1/2024 21:00,17.82906723022461
3/1/2024 22:00,17.872196197509766
3/1/2024 23:00,17.916259765625
4/1/2024 0:00,16.7413272857666
4/1/2024 1:00,16.775371551513672
4/1/2024 2:00,16.810026168823242
4/1/2024 3:00,16.845539093017578
4/1/2024 4:00,16.88092613220215
4/1/2024 5:00,16.917552947998047
4/1/2024 6:00,16.954090118408203
4/1/2024 7:00,16.991609573364258
4/1/2024 8:00,17.02921485900879
4/1/2024 9:00,17.06755828857422
4/1/2024 10:00,17.106897354125977
4/1/2024 11:00,17.146692276000977
4/1/2024 12:00,17.186861038208008
4/1/2024 13:00,17.227285385131836
4/1/2024 14:00,17.2691593170166
4/1/2024 15:00,17.310531616210938
4/1/2024 16:00,17.352888107299805
4/1/2024 17:00,17.395044326782227
4/1/2024 18:00,17.43858528137207
4/1/2024 19:00,17.48318862915039
4/1/2024 20:00,17.527740478515625
4/1/2024 21:00,17.572622299194336
4/1/2024 22:00,17.61817169189453
4/1/2024 23:00,17.66469955444336
5/1/2024 0:00,17.143606185913086
5/1/2024 1:00,17.1767520904541
5/1/2024 2:00,17.20932960510254
5/1/2024 3:00,17.24249839782715
5/1/2024 4:00,17.27696990966797
5/1/2024 5:00,17.311479568481445
5/1/2024 6:00,17.34659767150879
5/1/2024 7:00,17.381916046142578
5/1/2024 8:00,17.417753219604492
5/1/2024 9:00,17.454181671142578
5/1/2024 10:00,17.4903621673584
5/1/2024 11:00,17.52821159362793
5/1/2024 12:00,17.566150665283203
5/1/2024 13:00,17.604158401489258
5/1/2024 14:00,17.64315414428711
5/1/2024 15:00,17.682662963867188
5/1/2024 16:00,17.722253799438477
5/1/2024 17:00,17.76259422302246
5/1/2024 18:00,17.803524017333984
5/1/2024 19:00,17.84424591064453
5/1/2024 20:00,17.88669204711914
5/1/2024 21:00,17.929149627685547
5/1/2024 22:00,17.97136878967285
5/1/2024 23:00,18.014629364013672
6/1/2024 0:00,17.38235855102539
6/1/2024 1:00,17.413543701171875
6/1/2024 2:00,17.445470809936523
6/1/2024 3:00,17.477705001831055
6/1/2024 4:00,17.51021957397461
6/1/2024 5:00,17.543561935424805
6/1/2024 6:00,17.57638168334961
6/1/2024 7:00,17.61139678955078
6/1/2024 8:00,17.64543914794922
6/1/2024 9:00,17.680023193359375
6/1/2024 10:00,17.715099334716797
6/1/2024 11:00,17.751277923583984
6/1/2024 12:00,17.786821365356445
6/1/2024 13:00,17.823135375976562
6/1/2024 14:00,17.860746383666992
6/1/2024 15:00,17.897876739501953
6/1/2024 16:00,17.93659019470215
6/1/2024 17:00,17.975021362304688
6/1/2024 18:00,18.01380729675293
6/1/2024 19:00,18.053770065307617
6/1/2024 20:00,18.09288215637207
6/1/2024 21:00,18.133821487426758
6/1/2024 22:00,18.174339294433594
6/1/2024 23:00,18.216144561767578
7/1/2024 0:00,17.1102237701416
7/1/2024 1:00,17.143585205078125
7/1/2024 2:00,17.176733016967773
7/1/2024 3:00,17.211172103881836
7/1/2024 4:00,17.245866775512695
7/1/2024 5:00,17.28021240234375
7/1/2024 6:00,17.31641387939453
7/1/2024 7:00,17.352174758911133
7/1/2024 8:00,17.389007568359375
7/1/2024 9:00,17.425731658935547
7/1/2024 10:00,17.463356018066406
7/1/2024 11:00,17.50114631652832
7/1/2024 12:00,17.53951072692871
7/1/2024 13:00,17.578798294067383
7/1/2024 14:00,17.618755340576172
7/1/2024 15:00,17.658370971679688
7/1/2024 16:00,17.699121475219727
7/1/2024 17:00,17.739961624145508
7/1/2024 18:00,17.781545639038086
7/1/2024 19:00,17.823808670043945
7/1/2024 20:00,17.866209030151367
7/1/2024 21:00,17.908802032470703
7/1/2024 22:00,17.952436447143555
7/1/2024 23:00,17.9974308013916
8/1/2024 0:00,16.938962936401367
8/1/2024 1:00,16.972013473510742
8/1/2024 2:00,17.004924774169922
8/1/2024 3:00,17.03923225402832
8/1/2024 4:00,17.073467254638672
8/1/2024 5:00,17.107946395874023
8/1/2024 6:00,17.142759323120117
8/1/2024 7:00,17.178409576416016
8/1/2024 8:00,17.21498680114746
8/1/2024 9:00,17.252216339111328
8/1/2024 10:00,17.28942108154297
8/1/2024 11:00,17.32708168029785
8/1/2024 12:00,17.364826202392578
8/1/2024 13:00,17.403818130493164
8/1/2024 14:00,17.44253158569336
8/1/2024 15:00,17.482664108276367
