record_timestamp,CHR-01-KW,CHR-01-CHWSWT,CHR-01-CHWRWT,CHR-01-CHWFWR,COP1,CHR-02-KW,CHR-02-CHWSWT,CHR-02-CHWRWT,CHR-02-CHWFWR,COP2,CHR-03-KW,CHR-03-CHWSWT,CHR-03-CHWRWT,CHR-03-CHWFWR,COP3,COP Total,Q1,Q2,Q3,chiller 1,chiller 2,chiller 3
1/1/2023 0:00,0,12.2,11.8,0,0,8.8773,7.1,8.4,7.20833,4.422940929,0,11.1,12.5,0,0,4.422940929,0,39.26377351,0,,,
1/1/2023 0:15,0,12.2,11.7,0,0,0,8.8,9,0,0,0,11.1,12.3,0,0,0,0,0,0,,,
1/1/2023 0:30,0,12.2,11.7,0,0,0,9,9.2,0,0,20.3906,8.4,11.2,7.38056,4.246502306,4.246502306,0,0,86.58872992,,,
1/1/2023 0:45,0,12.2,11.7,0,0,0,9.2,9.2,0,0,5.89547,7.4,8.2,7.06389,4.016331061,4.016331061,0,0,23.67815928,,,
1/1/2023 1:00,0,12.1,11.6,0,0,0,9.2,9.3,0,0,7.84033,7.5,8.7,7.05833,4.526503762,4.526503762,0,0,35.48928324,,,
1/1/2023 1:15,0,12.1,11.6,0,0,0,9.3,9.3,0,0,7.82605,7.6,8.7,7.04167,4.147054648,4.147054648,0,0,32.45505703,,,
1/1/2023 1:30,0,11.9,11.6,0,0,0,9.4,9.3,0,0,8.64822,7.6,8.7,7.05278,3.758722953,3.758722953,0,0,32.50626302,,,
1/1/2023 1:45,0,11.9,11.6,0,0,0,9.5,9.3,0,0,5.80993,6.6,7.8,7.04167,6.093966151,6.093966151,0,0,35.40551676,,,
1/1/2023 2:00,0,11.9,11.6,0,0,0,9.5,9.3,0,0,7.36357,6.6,8.2,7.03611,6.405871261,6.405871261,0,0,47.17008144,,,
1/1/2023 2:15,0,11.9,11.6,0,0,0,9.6,9.4,0,0,8.52377,7.2,8.4,7.04167,4.153739104,4.153739104,0,0,35.40551676,,,
1/1/2023 2:30,0,11.9,11.6,0,0,0,9.7,9.4,0,0,6.06592,6.6,7.7,7.35,5.584668113,5.584668113,0,0,33.87615,,,
1/1/2023 2:45,0,11.9,11.6,0,0,0,9.7,9.4,0,0,6.39306,6.6,8,7.03611,6.456035335,6.456035335,0,0,41.27382126,,,
1/1/2023 3:00,0,11.9,11.6,0,0,0,9.7,9.5,0,0,7.81069,6.8,8.3,7.03056,5.657255582,5.657255582,0,0,44.1870696,,,
1/1/2023 3:15,0,11.8,11.5,0,0,0,9.7,9.5,0,0,6.79161,6.7,7.9,7.35556,5.445506394,5.445506394,0,0,36.98375568,,,
1/1/2023 3:30,0,11.8,11.6,0,0,0,9.8,9.6,0,0,6.13648,6.6,7.8,7.03611,5.765122852,5.765122852,0,0,35.37756108,,,
1/1/2023 3:45,0,11.8,11.6,0,0,0,9.8,9.6,0,0,7.59704,6.8,8.2,7.025,5.424303413,5.424303413,0,0,41.20865,,,
1/1/2023 4:00,0,11.8,11.6,0,0,0,9.8,9.6,0,0,8.00787,7.6,8.7,7.04167,4.052895093,4.052895093,0,0,32.45505703,,,
1/1/2023 4:15,0,11.8,11.6,0,0,0,9.8,9.7,0,0,6.005,6.6,7.7,7.03056,5.396145052,5.396145052,0,0,32.40385104,,,
1/1/2023 4:30,0,11.7,11.6,0,0,0,9.8,9.7,0,0,7.21939,6.6,8,7.03611,5.717078764,5.717078764,0,0,41.27382126,,,
1/1/2023 4:45,0,11.7,11.6,0,0,0,9.8,9.8,0,0,7.66749,6.9,8.3,7.03056,5.378717802,5.378717802,0,0,41.24126496,,,
1/1/2023 5:00,0,11.7,11.6,0,0,0,10,9.8,0,0,7.72562,7.6,8.7,7.09167,4.230794037,4.230794037,0,0,32.68550703,,,
1/1/2023 5:15,0,11.7,11.6,0,0,0,10,9.8,0,0,5.76903,6.6,7.6,7.3,5.301931174,5.301931174,0,0,30.587,,,
1/1/2023 5:30,0,11.5,11.6,0,0,0,10,9.9,0,0,6.27221,6.6,7.8,7.04167,5.644823238,5.644823238,0,0,35.40551676,,,
1/1/2023 5:45,0,11.5,11.6,0,0,0,9.8,9.9,0,0,6.85431,6.6,8,7.04167,6.026344916,6.026344916,0,0,41.30643622,,,
1/1/2023 6:00,0,11.5,11.6,0,0,0,9.8,9.9,0,0,7.76453,6.8,8.2,7.03611,5.315688298,5.315688298,0,0,41.27382126,,,
1/1/2023 6:15,0,11.5,11.6,0,0,0,9.8,9.9,0,0,7.85961,7.6,8.6,7.03611,3.750987759,3.750987759,0,0,29.4813009,,,
1/1/2023 6:30,0,11.5,11.6,0,0,0,10,10,0,0,5.97437,6.6,7.6,7.33889,5.14697769,5.14697769,0,0,30.7499491,,,
1/1/2023 6:45,0,11.5,11.6,0,0,0,10,10,0,0,6.13944,6.6,7.8,7.03056,5.757798053,5.757798053,0,0,35.34965568,,,
1/1/2023 7:00,0,11.5,11.6,0,0,0,10,10,0,0,7.14281,6.6,8,7.03056,5.773815202,5.773815202,0,0,41.24126496,,,
1/1/2023 7:15,0,11.5,11.6,0,0,0,10,10.1,0,0,7.82254,6.8,8.2,7.03611,5.276268483,5.276268483,0,0,41.27382126,,,
1/1/2023 7:30,0,11.4,11.6,0,0,0,10,10.1,0,0,8.01035,7.6,8.7,7.03056,4.045247841,4.045247841,0,0,32.40385104,,,
1/1/2023 7:45,0,11.5,11.6,0,0,0,10.1,10.1,0,0,5.78679,6.6,7.6,7.33889,5.313818041,5.313818041,0,0,30.7499491,,,
1/1/2023 8:00,0,11.5,11.6,0,0,0,10.1,10.1,0,0,5.82635,6.6,7.7,7.03056,5.561603927,5.561603927,0,0,32.40385104,,,
1/1/2023 8:15,0,11.5,11.7,0,0,0,10.1,10.2,0,0,7.2216,6.6,8,7.03056,5.710821004,5.710821004,0,0,41.24126496,,,
1/1/2023 8:30,0,11.5,11.7,0,0,0,10.1,10.2,0,0,7.25074,6.7,8,7.03611,5.285762718,5.285762718,0,0,38.32569117,,,
1/1/2023 8:45,0,11.5,11.8,0,0,0,10.2,10.4,0,0,8.03333,6.9,8.3,7.03611,5.137822206,5.137822206,0,0,41.27382126,,,
1/1/2023 9:00,0,11.5,11.8,0,0,0,10.4,10.5,0,0,8.60332,7.6,8.7,7.04167,3.772387524,3.772387524,0,0,32.45505703,,,
1/1/2023 9:15,0,11.7,11.9,0,0,0,10.5,10.5,0,0,6.59706,6.6,7.7,7.35,5.135037426,5.135037426,0,0,33.87615,,,
1/1/2023 9:30,0,11.8,11.9,0,0,0,10.6,10.6,0,0,6.55456,6.6,7.9,7.05833,5.865645216,5.865645216,0,0,38.44672351,,,
1/1/2023 9:45,0,11.9,12.2,0,0,0,10.8,10.8,0,0,6.55542,6.6,8,7.03056,6.291170506,6.291170506,0,0,41.24126496,,,
1/1/2023 10:00,0,12.1,12.3,0,0,0,11,10.9,0,0,7.78462,6.6,8.2,7.03056,6.054614643,6.054614643,0,0,47.13287424,,,
1/1/2023 10:15,0,12.2,12.3,0,0,0,11.1,11,0,0,8.28284,6.6,8.2,7.025,5.685924152,5.685924152,0,0,47.0956,,,
1/1/2023 10:30,0,12.3,12.5,0,0,0,11.3,11.1,0,0,8.5974,6.7,8.3,7.03611,5.486551916,5.486551916,0,0,47.17008144,,,
1/1/2023 10:45,0,12.4,12.6,0,0,0,11.4,11.2,0,0,9.19918,6.9,8.4,7.03611,4.807162307,4.807162307,0,0,44.22195135,,,
1/1/2023 11:00,0,12.6,12.7,0,0,0,11.5,11.4,0,0,10.3004,7.1,8.7,7.03056,4.575829506,4.575829506,0,0,47.13287424,,,
1/1/2023 11:15,0,12.7,12.8,0,0,0,11.8,11.5,0,0,10.3045,7.6,8.9,7.03056,3.716382194,3.716382194,0,0,38.29546032,,,
1/1/2023 11:30,0,12.8,13,0,0,0,11.9,11.6,0,0,10.8078,7.4,8.8,7.23333,3.925934397,3.925934397,0,0,42.43071378,,,
1/1/2023 11:45,0,13,13,0,0,0,11.9,11.7,0,0,5.13178,7.5,9,7.36389,9.018712542,9.018712542,0,0,46.28204865,,,
1/1/2023 12:00,0,13,13.1,0,0,0,11.9,11.8,0,0,4.2258,6.8,8.4,7.36389,11.68240772,11.68240772,0,0,49.36751856,,,
1/1/2023 12:15,0,13.1,13.4,0,0,0,12.1,11.9,0,0,8.12701,6.7,8.4,7.35556,6.446854856,6.446854856,0,0,52.39365388,,,
1/1/2023 12:30,0,13.3,13.4,0,0,0,12.3,12.1,0,0,9.09029,6.6,8,7.33889,4.73581467,4.73581467,0,0,43.04992874,,,
1/1/2023 12:45,0,13.3,13.5,0,0,0,12.3,12.2,0,0,8.19834,6.6,8,7.31667,5.23515568,5.23515568,0,0,42.91958622,,,
1/1/2023 13:00,0,13.3,13.5,0,0,0,12.3,12.3,0,0,7.8249,6.6,8,7.31389,5.482917193,5.482917193,0,0,42.90327874,,,
1/1/2023 13:15,0,13.4,13.6,0,0,0,12.3,12.3,0,0,8.52821,6.6,8.2,7.09167,5.574740266,5.574740266,0,0,47.54255568,,,
1/1/2023 13:30,0,13.5,13.7,0,0,0,12.4,12.5,0,0,8.66657,6.6,8.2,7.18056,5.554501289,5.554501289,0,0,48.13847424,,,
1/1/2023 13:45,0,13.5,13.8,0,0,0,12.6,12.6,0,0,8.61357,6.6,8.2,7.03056,5.471932572,5.471932572,0,0,47.13287424,,,
1/1/2023 14:00,0,13.5,13.8,0,0,0,12.6,12.6,0,0,9.15885,6.7,8.3,7.03056,5.146156367,5.146156367,0,0,47.13287424,,,
1/1/2023 14:15,0,13.6,13.9,0,0,0,12.6,12.8,0,0,8.84442,6.6,8.3,7.01944,5.653222158,5.653222158,0,0,49.99947112,,,
1/1/2023 14:30,0,13.7,14.1,0,0,0,12.7,13,0,0,8.89369,6.6,8.2,7.01944,5.291203737,5.291203737,0,0,47.05832576,,,
1/1/2023 14:45,0,13.9,14.1,0,0,0,12.8,13.1,0,0,9.03138,6.6,8.3,7.25,5.718035339,5.718035339,0,0,51.64175,,,
1/1/2023 15:00,0,13.9,14.2,0,0,0,12.8,13.2,0,0,8.81299,6.6,8.2,7.30833,5.559412222,5.559412222,0,0,48.99504432,,,
1/1/2023 15:15,0,13.9,14.3,0,0,0,12.8,13.4,0,0,8.79447,6.6,8.3,7.30833,5.919314591,5.919314591,0,0,52.05723459,,,
1/1/2023 15:30,0,13.9,14.3,0,0,0,12.8,13.4,0,0,8.94111,6.6,8.3,7.26389,5.786830547,5.786830547,0,0,51.74068847,,,
1/1/2023 15:45,0,13.9,14.3,0,0,0,12.8,13.5,0,0,9.12862,6.6,8.3,7.05833,5.507566816,5.507566816,0,0,50.27648459,,,
1/1/2023 16:00,0,14,14.4,0,0,0,13,13.6,0,0,9.10678,6.6,8.4,7.14722,5.919143017,5.919143017,0,0,53.90433324,,,
1/1/2023 16:15,0,13.9,14.4,0,0,0,13,13.6,0,0,9.29048,6.6,8.3,7.025,5.38605917,5.38605917,0,0,50.039075,,,
1/1/2023 16:30,0,13.9,14.4,0,0,0,12.8,13.7,0,0,8.69753,6.6,8.3,7.01944,5.748697748,5.748697748,0,0,49.99947112,,,
1/1/2023 16:45,0,13.7,14.4,0,0,0,12.8,13.8,0,0,8.3556,6.6,8.3,7.025,5.988687228,5.988687228,0,0,50.039075,,,
1/1/2023 17:00,0,13.7,14.4,0,0,0,12.7,13.8,0,0,8.76998,6.6,8.3,7.03056,5.710238664,5.710238664,0,0,50.07867888,,,
1/1/2023 17:15,0,13.7,14.4,0,0,0,12.6,13.8,0,0,9.31901,6.6,8.3,7.04722,5.386553728,5.386553728,0,0,50.19734806,,,
1/1/2023 17:30,0,13.7,14.4,0,0,0,12.6,13.9,0,0,9.29152,6.6,8.3,7.25833,5.564330119,5.564330119,0,0,51.70108459,,,
1/1/2023 17:45,0,13.6,14.3,0,0,0,12.6,13.9,0,0,8.25415,6.6,8.2,7.175,5.827517067,5.827517067,0,0,48.1012,,,
1/1/2023 18:00,0,13.6,14.3,0,0,0,12.6,14,0,0,8.06507,6.6,8,7.33889,5.337824562,5.337824562,0,0,43.04992874,,,
1/1/2023 18:15,0,13.5,14.3,0,0,0,12.6,14,0,0,8.24368,6.6,8.2,7.225,5.875579838,5.875579838,0,0,48.4364,,,
1/1/2023 18:30,0,13.4,14.3,0,0,0,12.4,13.9,0,0,8.14938,6.6,8.2,7.03611,5.788180382,5.788180382,0,0,47.17008144,,,
1/1/2023 18:45,0,13.4,14.3,0,0,0,12.3,14,0,0,8.20571,6.6,8.3,7.03056,6.102906254,6.102906254,0,0,50.07867888,,,
1/1/2023 19:00,0,13.3,14.3,0,0,0,12.3,14,0,0,8.69858,6.6,8.3,7.025,5.752556739,5.752556739,0,0,50.039075,,,
1/1/2023 19:15,0,13.3,14.3,0,0,0,12.3,14,0,0,8.6974,6.6,8.3,7.03056,5.757890735,5.757890735,0,0,50.07867888,,,
1/1/2023 19:30,0,13.3,14.3,0,0,0,12.3,14,0,0,8.45143,6.6,8.3,7.025,5.920782045,5.920782045,0,0,50.039075,,,
1/1/2023 19:45,0,13.2,14.2,0,0,0,12.3,14,0,0,8.80772,6.7,8.6,7.03056,6.354685226,6.354685226,0,0,55.97028816,,,
1/1/2023 20:00,0,13.2,14.2,0,0,0,12.3,14.1,0,0,8.5682,6.6,8.4,7.03056,6.188520753,6.188520753,0,0,53.02448352,,,
1/1/2023 20:15,0,13.2,14.2,0,0,0,12.2,14,0,0,8.34966,6.6,8.4,7.01944,6.340451765,6.340451765,0,0,52.94061648,,,
1/1/2023 20:30,0,13.2,14.2,0,0,0,12.2,14.1,0,0,8.56131,6.6,8.6,7.03056,6.881667969,6.881667969,0,0,58.9160928,,,
1/1/2023 20:45,0,13.1,14.2,0,0,0,12.2,14.1,0,0,9.21787,6.6,8.6,7.025,6.386453704,6.386453704,0,0,58.8695,,,
1/1/2023 21:00,0,13.1,14.2,0,0,0,12.2,14.1,0,0,9.73593,6.6,8.7,7.03056,6.353979275,6.353979275,0,0,61.86189744,,,
1/1/2023 21:15,0,13.1,14.2,0,0,0,12.2,14,0,0,9.4786,6.6,8.7,7.03056,6.526480434,6.526480434,0,0,61.86189744,,,
1/1/2023 21:30,0,13,14.2,0,0,0,12.1,14,0,0,9.74525,6.7,8.7,7.025,6.040840409,6.040840409,0,0,58.8695,,,
